销售BU,整合渠道,PDT描述,二级PDT描述,产品系列自定义,类型（SKU层级&打包预测）,工厂,ABC分类,整合代码,整合物料描述,单价,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,原10月预测结果
中国区,零售/流通,电工,开关,防溅盒,SKU预测(ACE06),中山自制,A04,600098007300,5304-防溅盒(白色),7.45198275,1.999776,0.4752,2.1071039999999996,2.27773,3.048192,2.481408,3.47904,1.8040319999999999,2.052864,4.96512,7.235712,1.5552,0.094132,0.124416,1.7418239999999998,1.7418239999999998,1.086336,2.831712,0.995328,3.2138210000000003,2.002987,1.2160950000000001,1.9263375408749999
中国区,零售/流通,电工,开关,防溅盒,SKU预测(ACE06),中山自制,A04,600098007400,5303-防溅盒(透明),7.45198275,10.179078,0.735552,16.32528,5.809536,10.612222,18.655416000000002,7.620480000000001,9.14004,16.26048,18.024192,19.252224,14.961023999999998,2.395008,4.541183999999999,9.95328,7.5271680000000005,8.650192,16.966608,9.673344,9.295886,24.179899000000002,19.493582,10.594483875675
中国区,零售/流通,电工,插排&断路器,胶带,SKU预测(ACE06),OEM,C04,600007005600,ST-1-电气绝缘胶带-18米-黄色,2.11600184,0.0736,0.0368,1.0304,0.9936,0.5152,1.472,0.6256,1.0304,1.6928,0.2944,1.2512,0.368,0.0,0.0736,3.734,5.8654,4.4284799999999995,5.983,1.176,0.6984,1.058,0.4232,2.628709085832
中国区,零售/流通,电工,插排&断路器,胶带,SKU预测(ACE06),OEM,C04,600007005500,ST-1-电气绝缘胶带-18米-红色,2.11600184,0.736,0.2208,2.3092,2.3552,1.35608,1.3616,0.7028800000000001,1.2236,2.4379999999999997,0.5888,1.9136,1.288,0.0,0.0368,5.862313,5.6964,5.9904,11.0694,1.323,1.6758,1.77744,0.8464,4.003263881096
中国区,零售/流通,电工,插排&断路器,胶带,SKU预测(ACE06),OEM,A04,600007005400,ST-1-电气绝缘胶带-18米-黑色,2.11600184,3.6071999999999997,0.5152,10.45488,10.175199999999998,7.3416,23.6072,7.1189599999999995,21.303520000000002,16.89856,7.95984,20.0192,5.9253990000000005,0.0368,0.45999999999999996,57.525743,64.159,72.41684,52.1202,5.1494,8.0782,16.547120000000003,15.48912,25.713231159312002
中国区,零售/流通,电工,插排&断路器,胶带,SKU预测(ACE06),OEM,C04,600007005300,ST-1-电气绝缘胶带-18米-白色,2.11600184,0.4048,0.1104,2.2356,1.472,0.42136,1.4352,0.9880800000000001,0.7415200000000001,1.2879999999999998,0.9568,1.3984,1.1408,0.1104,0.2944,3.439186,4.1822,4.7998,6.51984,0.3822,0.12696000000000002,1.10032,0.2116,2.435094917472
中国区,零售/流通,电工,插排&断路器,胶带,SKU预测(ACE06),OEM,C04,600007005200,ST-1-电气绝缘胶带-18米-绿色,2.11600184,0.1104,0.0,1.0304,0.8096,0.4048,1.5456,0.368,0.6992,1.5460660000000002,0.2576,1.3984,0.368,0.0,0.0,3.8738,3.4766,3.6456,7.445760000000001,0.6468,0.18932,0.38088,0.12696,2.2556579614400003
中国区,零售/流通,电工,插排&断路器,胶带,SKU预测(ACE06),OEM,C04,600007005100,ST-1-电气绝缘胶带-18米-蓝色,2.11600184,0.2944,0.184,1.3064,1.1776,0.6256,1.7020000000000002,0.7728,1.518,1.9504,0.7727999999999999,0.552,1.2512,0.0,0.0736,3.707832,3.9984,4.998,6.38,1.176,0.3234,0.97336,0.12696,2.452022932192
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007009500,S03-2301-总控-3个五孔-1.8M,21.39000391,1.932,0.483,10.22634,24.6492,30.8616,25.1856,8.3898,10.0536,19.47,4.8852,10.8324,6.7968,0.0,0.1062,19.45584,21.17628,20.98512,23.97996,5.84784,6.7806,7.95708,6.67368,9.032998651193001
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007000100,S03-2303-总控-1个两孔+2个五孔-1.8M,16.445003565,14.71442,4.6374,63.23817999999999,148.09550000000002,139.6073,79.4028,29.945999999999998,52.1288,87.5021,78.75916000000001,49.0367,31.0611,6.7768999999999995,20.4962,95.83498,79.14112,89.52016,148.41278,37.620000000000005,64.6074,90.770781,65.452453,60.58339313346
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007000200,S03-2303-总控-1个两孔+2个五孔-3M,22.76999494,2.68716,0.537,11.04,26.6994,38.5658,21.8676,6.7572,4.3992,18.8376,5.4144,7.896,8.0234,0.04136,0.0,28.5384,21.74408,25.81776,25.37488,9.45584,6.6924,8.17443,8.28828,10.756545609656
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007000300,S03-2203-总控-1个两孔+1个五孔-1.8M,15.870000805,14.76144,4.032,25.5033,43.8354,70.49159999999999,30.6072,14.454,19.5624,30.8736,16.741799999999998,14.374799999999999,6.5988,0.198,2.6244,32.9028,26.334,25.22664,39.222480000000004,10.78536,8.710560000000001,14.108531,7.935,14.190954719831
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007000400,S03-2403-总控-2个两孔+2个五孔-3M,24.725001725,3.32568,0.573,8.541,18.486,30.264,14.168999999999999,2.274,6.789,15.837000000000002,5.544,7.791,4.314,0.0,0.234,26.122000000000003,15.567999,20.616999,14.414,6.0975,4.0936,5.216957,7.714116,7.103492995592499
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007000500,S03-2403-总控-2个两孔+2个五孔-1.8M,18.62999586,3.32394,0.2646,18.4926,34.739399999999996,42.330000000000005,26.973599999999998,9.2034,7.388400000000001,21.3504,9.3489,9.421199999999999,10.3239,0.09,3.63,19.51128,25.07976,22.007875,27.16794,8.51256,3.7324800000000002,9.40815,6.427350000000001,9.927924793794
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007000600,S03-2406-无开关-2个两孔+2个五孔-3M,24.265004715,0.3312,0.0,0.6984,2.91,5.2186,5.238,1.0476,0.8148,3.7248,0.4656,0.8148,0.6984,0.0,0.0,4.84224,2.12624,4.31456,2.2364,2.0088,0.48952,1.916944,0.776486,1.3903847701695
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007000700,S03-2406-无开关-2个两孔+2个五孔-1.8M,18.16999885,2.673,0.324,8.66916,7.6986,13.818,10.8408,3.8520000000000003,0.7104,6.3048,3.933,3.2814,2.4486,0.0,0.0,10.313712,8.412320000000001,6.34032,8.509319999999999,2.5976,0.35392,6.63217,1.817,3.07072980565
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007000800,S03-2301-总控-3个五孔-5M,34.38500391,3.90844,1.2336,11.30448,26.496499999999997,23.6182,18.8308,5.4468,5.680000000000001,16.37,6.7860000000000005,6.4752,8.1792,0.0,0.6456,27.674768,19.9188,23.40976,25.91828,11.41972,6.003920000000001,10.556228,7.633541,10.924115742207
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007000900,S03-2301-总控-3个五孔-3M,25.760001495,5.78354,0.97,8.9736,26.0176,31.108,19.2864,4.6814,7.2828,20.9292,4.8792,9.7224,10.272,0.2496,0.5086,28.633181,24.76408,24.0956,21.508039999999998,9.56752,5.16992,9.09328,6.826399,9.966544578415501
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007001000,S03-2603-总控-3个两孔+3个五孔-1.8M,25.99,5.107559999999999,0.567,10.59906,24.4818,38.6106,20.1192,3.1984000000000004,6.063,24.6064,4.953,18.5181,7.9122,0.002365,0.0,26.9922,25.0604,35.405150000000006,22.6968,10.77268,4.47932,8.082889999999999,5.84775,10.9158
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007001100,S03-2606-无开关-3个两孔+3个五孔-3M,29.440003565,0.2472,0.3296,1.0848,2.3052,5.876,2.082,1.398,0.0932,0.932,0.2796,0.3728,0.5592,0.0,0.0,4.34312,3.80256,3.55092,2.94514,1.00216,0.34816,1.75168,0.2944,1.3071361582860002
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007001200,S03-2603-总控-3个两孔+3个五孔-3M,30.359997585,11.78748,1.314,23.60188,18.9744,31.388,21.7248,4.952400000000001,13.8768,25.3672,9.6134,13.496,12.7558,2.106,10.198,27.11,20.048199999999998,29.2052,20.4648,15.618559999999999,12.967680000000001,10.29204,3.67356,12.4445630100915
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007001300,S03-2603-总控-3个两孔+3个五孔-5M,39.214998505,1.53352,0.9702,5.13436,16.8096,11.6184,17.8116,2.5179,4.8396,13.08,4.6944,3.5481,5.9879999999999995,0.1308,0.1236,14.484744,13.02768,12.69414,9.131655,4.5028,3.3418,6.436255999999999,4.980354,4.984226309985499
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007001400,S03-2606-无开关-3个两孔+3个五孔-1.8M,24.265004715,1.4432,0.0,3.4215999999999998,5.202400000000001,6.8808,4.0656,4.8608,2.694,2.9952,3.8356,0.8064,0.1152,0.0564,0.8648,3.04128,4.1472,4.92192,4.9134,2.43472,0.45576,0.9706,2.475027,2.0843639050185
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007001500,S03-2603-总控-3个两孔+3个五孔-10M,70.2650046,0.1162,0.0,1.0134,3.2091000000000003,1.9705,3.1636,0.926,0.8134,1.3944,0.9296,0.4648,1.0386,0.0,0.0,13.257222,5.310283,4.078621,3.56734,1.63552,0.7332,1.405304,0.562126,2.0798441361599997
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007001600,S03-2803-总控-4个两孔+4个五孔-10M,77.05000598,0.3396,0.4528,0.8865,3.1323,1.773,2.1352,1.22,0.61,2.928,0.61,1.2791,1.098,0.0,0.0,8.296,1.22,6.0634,2.7206,1.7112,0.0,2.23445,0.6164,1.5024751166099999
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007001700,S03-2803-总控-4个两孔+4个五孔-5M,44.965000115,0.92384,0.5264,4.6784,8.5312,9.7696,6.6656,1.452,4.356,6.5496,2.4684,1.7424,3.7752,0.0,0.0,16.03008,6.94056,10.40744,7.200139999999999,2.61392,0.68816,1.528811,3.057594,3.4488155088205
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007001800,S03-2803-总控-4个两孔+4个五孔-3M,36.225004945,1.85924,0.106,7.0956,15.6782,21.052,13.2748,4.2192,3.8676,11.2512,6.0944,6.5632,5.1568,0.0,0.0831,16.403312,14.954716,18.17502,11.12354,5.43592,1.1592,6.8102849999999995,7.063794,5.4880882491675
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007001900,S03-2803-总控-4个两孔+4个五孔-1.8M,30.70500184,2.2427,0.4032,9.34506,16.590600000000002,16.6608,10.8948,6.4368,3.8268,15.686399999999999,5.086399999999999,3.72,2.5212,0.0,0.0936,15.587359999999999,12.31072,13.01504,14.400860000000002,3.47296,1.51656,4.578115,5.496206,5.41943282476
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007002000,S03-2601-总控-6个五孔-5M,48.069999425,1.1072,0.0,2.888,9.313799999999999,10.3607,8.1344,1.0668,1.9812,5.334,2.4384,2.5908,1.6764,0.0,0.0,10.2108,8.6868,9.2202,6.47304,1.29408,1.70544,4.56665,3.50911,2.8793929655575
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007002100,S03-2601-总控-6个五孔-3M,38.639995745,3.36224,0.224,9.412799999999999,25.6336,20.6608,13.2024,4.0545,4.7656,17.005599999999998,3.4272,3.7558,3.9992,0.06732,0.446,17.45424,12.80304,17.92832,17.85632,5.425404,2.634242,5.88128,6.41424,6.7890472523965
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007002200,S03-2601-总控-6个五孔-1.8M,34.72999517,2.6892,0.2988,8.51484,18.791999999999998,18.4788,9.5256,5.4282,4.29,14.1816,2.86,5.115,5.3514,0.0,0.0,11.638,14.607999999999999,24.937,13.6305,7.98336,0.906,5.83464,5.52207,6.039546160063001
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007002300,S03-4100-无开关-1个16A五孔-大功率-1.8M,23.690001955,2.9808,0.4416,7.7184,18.3744,29.529600000000002,23.179199999999998,15.624,10.819199999999999,16.8168,5.515199999999999,5.292,6.1152,0.0,0.2352,20.57216,21.74816,19.39616,35.150639999999996,16.36872,5.8298,10.09194,8.62316,14.4201041900085
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007002400,S03-4100-无开关-1个16A五孔-大功率-3M,32.429997125,1.6013,0.4302,1.6434,7.5696,12.699,8.829,4.0872,2.8296,6.6024,2.6724,1.1004,1.1004,0.0,0.0,5.47056,7.00064,6.87488,11.93672,9.59496,5.70768,4.05375,2.9187,5.8892874779
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007002500,S03-4301-总控-2个五孔+1个16A五孔-大功率-5M,53.59000253,0.3096,0.0,1.4472,3.216,4.5426,2.9208,1.8656,0.848,1.0176,0.3392,0.2098,0.6784,0.0,0.0402,5.623937,2.323521,3.120643,4.036481,1.65472,0.7456,0.42872,0.85744,1.575546074382
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007002600,S03-4301-总控-2个五孔+1个16A五孔-大功率-3M,41.05499954,1.8944,0.1184,3.0492,10.287199999999999,13.3056,8.1924,2.21,4.5825,6.76,3.51,1.8525,1.3,0.0,0.0,8.4838,9.399,8.372,9.5395,4.59032,1.11384,4.269722,2.709584,4.048022954643999
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007002700,S03-4301-总控-2个五孔+1个16A五孔-大功率-1.8M,32.77500138,3.8080000000000003,1.1424,8.184,12.0528,16.9384,13.7976,6.5816,6.6164000000000005,12.1032,5.814,1.8968,3.9,0.0992,0.496,12.03312,11.027199999999999,8.0496,16.5732,6.6908,3.477,5.742183,5.997853,6.768037784970001
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007002800,S04-2200-无开关-2个五孔-无线,8.165005405,3.93796,0.4095,22.15499,50.7078,44.101200000000006,25.1966,8.7516,9.6356,29.4372,12.2876,16.796,18.564,0.1768,0.0884,36.88048,38.94904,43.1743,44.2884,14.75032,4.87344,10.932974,9.977734,16.3961473537805
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007002900,S04-2300-无开关-3个五孔-无线,9.084999425,4.4519,0.888,28.4345,63.954,67.22200000000001,50.925,8.110000000000001,15.522,40.5912,13.5252,21.1068,28.2886,0.0858,0.0,67.0684,66.5652,57.6264,67.6884,16.9318,5.7038,15.98908,22.80296,23.784528494649997
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007003000,S04-2301-总控-3个五孔-无线,12.87999425,2.4019,0.768,11.5402,23.906299999999998,28.3456,20.172600000000003,3.3156000000000003,5.832,14.904,4.643999999999999,10.476,8.1,0.226801,0.0,21.688128,27.0432,22.896,17.388,7.0304,2.8672,4.1216,5.796,8.022948418324999
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007003100,S04-2303-总控-2个两孔+1个五孔-无线,10.119999195,2.90752,0.176,8.58407,11.6864,23.1902,11.2728,2.5542,2.6488,9.3654,4.9192,8.8924,7.095,0.0946,0.0,17.124664,18.1632,12.43044,18.625691000000003,5.18672,1.31648,3.11696,5.67732,6.420127489308
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007003200,S04-2406-无开关-2个两孔+2个五孔-无线,10.92500046,0.5897,0.0,4.8418,16.544,19.976,11.837,0.819,2.093,8.463,3.185,10.556,9.1,0.0,0.0,15.678208,13.340599999999998,15.74297,9.5368,1.8392,3.135,5.79027,3.38693,4.436642686806
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007003300,S04-2403-总控-2个两孔+2个五孔-无线,13.340004255,2.6,0.52,9.416,18.083000000000002,26.001,14.627,3.472,4.928,9.744,7.168,11.2,8.96,0.0,0.0,16.6656,16.3968,16.3296,15.7186,5.1904,1.7632,3.8686,3.2016,6.0363519253875
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007003400,S04-2606-无开关-3个两孔+3个五孔-无线,16.329997815,1.18596,0.2088,6.8385,11.225,18.225,10.4658,3.6942000000000004,4.2444,9.5106,5.1876,4.8732,4.4147,0.0,0.0,11.904232,9.87216,11.50704,11.58564,2.89872,0.95424,3.23334,5.780826,4.236001433210999
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007003500,S04-2601-总控-6个五孔-无线,24.83999448,1.88034,0.1628,5.356824,14.84556,16.21972,9.74864,2.376,3.608,9.064,3.52,6.16,5.028,0.0,0.0,11.1136,11.5984,16.28,13.9285,6.879488,0.304128,2.9559520000000004,4.590432,5.569126762416
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007003600,S04-2803-总控-4个两孔+4个五孔-无线,22.539996435,1.5531,0.0501,4.0737,12.3192,12.7368,8.2104,1.4118,3.36889,7.22648,3.58609,5.4843,5.2671,0.0,0.0,8.26446,10.45818,10.36044,7.850697,6.38424,0.0,2.29908,3.31338,3.971547371847
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007004000,S04-2804-总控-8个五孔-过载保护-无线,27.94499379,0.80319,0.738,4.43625,10.5288,7.7682,4.9794,2.1978,1.7316,6.993,2.2644,2.886,3.1302000000000003,0.0,0.0,8.68464,7.48584,6.69996,7.356477,2.22012,0.81648,4.27554,2.012016,3.048798822489
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007004100,S04-2804-总控-8个五孔-过载保护-3M,46.575002645,0.8866,0.4774,3.11804,10.1952,8.142,6.5406,1.5498,2.1402,5.166,3.7638,2.3247,2.952,0.0738,0.0,9.32832,7.76376,6.36156,5.37264,3.20004,0.324,2.142438,2.608194,2.738610155526
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007004200,S04-2A04-总控-10个五孔-过载保护-无线,34.38500391,1.134,0.2268,2.99304,10.1394,7.6242,4.4577,2.0475,2.7027,5.733,3.6855,4.9959,4.4226,0.0,0.0,7.40376,5.99508,7.4529,8.436399999999999,3.0576,0.9867,2.269404,1.650468,3.184051362066
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007004300,S04-2A04-总控-10个五孔-过载保护-5M,60.949993675,0.1788,0.0894,1.395,3.255,3.4875,2.27,0.7744,0.5808,2.904,0.968,1.3552,1.1616,0.0,0.0,4.41408,3.17504,5.11104,1.85856,1.29056,0.3392,1.219,1.0971,1.1336698823550002
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007004400,S04-2A04-总控-10个五孔-过载保护-3M,52.55500276,0.924,0.154,1.6832,10.16,7.32,5.8752,0.9984,1.336462,5.9072,3.4944,2.9536,1.5808,0.0,0.0,10.79936,5.79072,5.50784,5.47456,2.3994,0.58496,2.1022,4.414632,2.39125262558
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007004500,S04-2804-总控-8个五孔-过载保护-5M,53.01499977,0.0808,0.0808,0.808,5.9792,2.7472,3.2056,0.756,0.756,2.94,1.008,1.26,1.181313,0.0,0.0,4.65024,2.7888,3.1584,2.2848,1.3002,0.14752,0.954258,1.484402,1.2670584945030001
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007009600,S03-2302-多开关-3个五孔-1.8M,27.02499977,4.0392,0.0,0.8200000000000001,10.482,9.84,7.662,0.7595999999999999,1.8472,6.6192,0.7704,2.0544,4.1648,3.362,3.362,10.06128,3.30056,5.25584,9.66312,1.38304,5.7716,1.297216,1.513416,4.259139963752
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007009700,S03-2302-多开关-3个五孔-3M,33.004999885,0.6776,0.0968,0.2016,3.528,8.2656,6.3544,0.7336,0.9432,2.3056,0.4192,1.6768,0.2096,0.0,0.0,7.62944,3.18592,4.67408,3.96144,1.47328,0.18368,0.924136,0.528068,1.709658994043
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007009900,S03-2402-多开关-4个五孔-1.8M,33.464996895,1.5744,0.0984,4.4032,5.4272,10.956800000000001,5.5416,1.588,6.3664000000000005,9.780965,2.8007999999999997,2.5536,3.7064000000000004,0.10913,0.3072,6.52224,4.52864,5.06464,8.06512,2.97624,0.48888,1.4724439999999999,3.747996,2.6872392506684997
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007009800,S03-2402-多开关-4个五孔-3M,39.10000575,0.3432,0.2288,1.5444,4.9896,8.1972,6.6632,1.24,1.4828000000000001,4.8204,1.2348000000000001,2.604,1.736,0.131844,0.0,11.406799999999999,5.5552,5.1832,4.6376,1.7632,0.544,1.7204,1.564,2.15050031625
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007009100,S03-2221-总控-2个五孔+2个USB-1.5M,36.79999471,1.5912,0.1224,2.5704000000000002,19.4616,3.3048,3.3048,7.9559999999999995,11.5056,11.750399999999999,0.9792,1.224,1.3464,0.0,0.0,3.81888,4.30848,2.672191,6.2424,0.68544,0.8192,2.7968,0.5888,2.071839702173
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007009200,S03-2321-总控-3个五孔+2个USB-1.5M,41.284998045,1.6176,0.2696,0.9436,2.022,3.9092,1.348,0.8088000000000001,2.8308,2.4264,2.5612,0.543463,0.4044,0.0,0.1348,2.91168,2.91168,2.72296,2.50728,0.32352,0.34464,1.48626,0.833937,1.271577939786
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007009300,S03-2321-总控-3个五孔+2个USB-3M,43.354997585,0.0,0.3016,0.6032,4.9764,1.6588,0.6032,0.9048,0.15556899999999999,1.517538,0.1508,0.754,0.306369,0.0,0.0,3.73984,2.77472,2.20168,2.1112,0.48256,0.36192,0.173416,0.346832,0.9104549492849999
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007010500,S03-2401-总控-4个五孔-1.8M,26.56500276,0.46144,0.1528,1.9248,7.52,9.2,7.2264,2.0212,1.8568,4.38,0.9284,1.5192,0.844,0.010676,0.0844,8.71008,5.33408,4.762829,5.89112,2.56512,2.54562,1.912664,3.931552,2.6990042804159997
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007010600,S03-2401-总控-4个五孔-3M,30.58999609,0.52976,0.088,1.196,7.544,7.084,8.6136,1.6456,0.5808,3.4848,0.874261,0.8712,1.0648,0.0968,0.0,8.60552,5.82736,6.93088,4.70448,2.32192,1.7662399999999998,1.8354,2.81428,2.5114386789889998
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007010700,S04-4101-总控-1个16A五孔-大功率-3M,37.37499747,0.4336,0.0,0.562,1.5736,2.248,1.9108,0.94128,0.3552,0.8288,0.9472,0.4736,0.4676,0.0,0.0,4.77736,3.40992,4.78336,3.97824,2.99008,0.26,1.046512,0.299,1.8014748780539998
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007010800,S04-4101-总控-1个16A五孔-大功率-1.8M,29.55499632,0.8520000000000001,0.0,1.1492,2.0332,4.1548,4.7268,1.75422,1.7316,3.9208000000000003,0.5616,0.5616,1.4768,0.0884,0.442,6.912672,5.59728,6.6456,6.81408,2.67968,2.54944,3.191892,2.48262,2.990965627584
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,C04,600007010900,S04-4301-总控-2个五孔+1个16A五孔-大功率-无线,19.32000437,1.60908,0.3384,5.08254,12.8772,10.2492,8.0292,1.1088,3.6979480000000002,9.0552,2.772,4.9896,7.0224,0.0,0.0924,10.12704,8.35296,9.43712,10.38576,5.36256,0.64512,5.10048,4.0572,4.499629017773
中国区,零售/流通,电工,插排&断路器,排插,SKU预测(ACE06),中山自制,A04,600007011000,S04-4100-无开关-1个16A五孔-大功率-无线,8.27999816,0.9792,0.2448,4.01748,8.7354,11.4678,8.2446,4.6434,5.7936,5.0694,3.7062000000000004,4.1322,2.769,0.0426,0.0426,10.47676,9.80652,10.5648,13.52976,6.40944,0.62208,6.01128,2.28528,5.4854987809999995
中国区,流通,电工,开关,W58,SKU预测(ACE06),中山自制,Y05,600000161800,W586402-二位六类电脑插,31.050006095,0.025,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,流通,电工,开关,W58,SKU预测(ACE06),中山自制,Y05,600000162400,W586402-J5-二位六类电脑插-香槟金,32.043603795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111456,0.0,0.0,0.0,0.0,0.027864,0.055728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,流通,电工,开关,W07,SKU预测(ACE06),中山自制,Y05,600000162000,W076402-J8-二位六类电脑插-风尚金,41.480494825,0.3006,0.0,0.0,0.0,0.10821,0.0,0.0,0.0,0.0,0.0,0.03607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,600000162700,P016402-二位六类电脑,28.19340621,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,P01,SKU预测(ACE06),中山自制,F96,600000163000,P016402-J2-二位六类电脑-香槟金,31.09968598,0.02504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,Z09,SKU预测(ACE06),中山自制,F96,600000162600,DG6402-J7-二位六类电脑插功能件-睿智金,36.81288575,0.002964,0.0,0.0,0.0,0.0,0.0,0.0,0.032011,0.032011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,零售,电工,开关,Z09,SKU预测(ACE06),中山自制,F96,600000163300,DG6402-H2-二位六类电脑插功能件-深空灰,36.81288575,0.0,0.0,0.0,0.0,0.0,0.003201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
中国区,流通,电工,开关,W51,SKU预测(ACE06),中山自制,C04,600000217900,W511099AB-二开双+五孔-扁插,12.85408222,0.6856,0.0122,0.4758,0.793,0.792999,1.0736,0.0244,0.146399,0.341599,0.182999,1.160829,0.27999,0.0,0.0,0.488333,0.737922,0.553446,0.358116,0.448182,0.215718,0.179956,0.334203,0.47817185858399996
